怎么是这样的结局？ 可以众筹 众筹 众筹 我捐1000
1000多万的播放量，坚持下去吧，走过最艰难的时刻，大家都支持你，期待你
油炸童年，你发个支付宝二维码吧，肯定很多人给你打钱。把视频做下去啊
很喜欢，希望作者能坚持做下去，有困难说出来。大家一起来解决
可以发一次众筹，我们一人5块，2333
作者是开玩笑的。待他有钱之日，其势归来之时。（召唤师你后悔吗？）
别放弃啊，虽然演的智商很低特别逗真的好搞笑，但真的很好看。
一万个赞，不知道以后会不会再出了加油吧大佬！
我今天才看的 我想我可以小小的投资一下
兄弟，这个是你的梦想对不对，是的话就把它继续完成下去
真心希望能看到你的作品 我们会一直支持你的 加油 油炸
作者没经费了，好想捐点过去。
作者是一个人制作，没有组员也不富有，不喜勿喷
做的挺好的。希望你尽快找到投资人 给你点赞了。
兄弟，二维码发出来 我们帮你完成这最后几集，成功给这一季化为句号。
好看，真的好看，作者很用心。我觉得可以众筹一下。
作者很有心了，加油！如果可以众筹，大家也会支持。
你这是干什么，如果没有经费我们这些人可以给你凑
大佬还是放弃了啊，今天还是来了，看看有没有更新
唯一一个让我真心想资助的编剧，谢谢你 有空的话让我们别白等呀
隔了这么久，回来一看，还是没更新，好期待更新啊
我在头条看到40多集了，大概一个月没更了
提莫变成啥样了啊啊啊
就是画面品质不好，兄弟你真的很有头脑。我们也祝你会有一个女朋友
众筹众筹众筹，应该可以解决你的问题，在下一集告诉观众你在哪里众筹的
作者发链接 我们帮你筹 加油加油！
哎。青春逝去。虽然是小短片，而且画面感人。但是简单才是当初的记忆。
这个是真搞笑 确实很好看
兄弟有话对我们说没钱我们给你凑
"加油 你是最棒的！
等着你再次回来"
真的很遗憾作者不更新了，虽然画面不是很完美，但是人物挺丰富的，希望作者你不要放弃加油
作者加我、可以支持你
谢谢了，谢谢这几天我陪伴睡眠的安魂动漫
谢谢你的陪伴，希望你能够回来继续更新。加油 ，朋友
兄弟 感谢你为我们制作这么有趣的动画 加油加油加油
本来就少，还是这样的结局。
希望能继续啊，如果经费不够，可以众筹啊
加油加油！永远支持你们哦
挺住，都支持你！！！
真心带来欢乐 想起了童年的味道 作者加油 我们可以众筹尽一份力啊
更新了，我就知道作者不会放弃我们就不会放弃
还是很难受 希望你在回来我们等你
加油加油加油。永远等你！
兄弟硬是放弃了啊，今天还来看看更新没有呢
坐着，支持你，更新这么多集，我觉得可比国产那些垃圾动画好多了
不知道你有没有看见，但我们都是你的忠实粉丝，有什么困难你可以跟我们这些粉丝讲，钱我们粉丝可以帮你想办法。
大爱这个。怎么就停了哇
兄弟别放弃，我们支持你，
可以找投资商的.....
完全是来看剧情的，画面看不了
这动漫太好了，棒！！！
我以等了一个多月了 兄弟我们都在等着你
希望你能继续你的作品，有困难大家一起帮助你，别放弃自己的梦想
为什么不更新了 我们赞助经费
大家可以帮你集资，希望继续更下去
主编我希望您继续写下去！我非常喜欢
虽然毁三观，不过挺有趣的
怎么支援啊你欠大结局啊
画面太差 不忍看下去 找好投资 不然就真毁童年了
你是没钱了吗，我们捐给你啊。你说吧。
赏金猎人唱的歌是什么名字？
我偷小黄车养你啊，别走啊
除了最后，全程爆笑，23333
画质...太感人...
亚索这个真眼查的可以
我刚看完28，兄弟，挺住！！
感谢作者，去年我就开始看了，怎么能断
恶心人，即使再好看也不想看啦！一两分钟看毛啊！
作者加油！永远支持你
第一集的韩语歌求BGM
为啥放弃了呢 大家一起努力也行啊
石头人，说完话，之后出来一段音乐是什么，求告知
厉害了
你尽力了，加油希望你还能回来
支持你作者，期待你回归
加油啊兄弟
你可不能忘了你身后的这批观众啊
"就这么放弃了，不觉得可惜吗？
一年多的努力啊！"
需要合伙人吗？兄Die
快两千万播放了，这就是结局了吗?
"谁有我坑？
老夫撸了1000多局，坑了900多局。精通各种辱骂队友方式。卖队友高达1万个，熟练抢人头时机。老夫的尸体躺过召唤师峡谷个个角落，练成极限送人头1000多种，拥有挂机理由900多种。老夫文能挂机喷队友，武能越塔送人头。进可孤身一挑五，退可坐等20投。前前飞脚就惨敌，后能放墙堵队友。静则半年不见人，动则千里送超神。英勇闪现送一血，卖起队友不回头。"
这尼玛辣眼睛
很伤心，不能看了
感觉赏金猎人最好看，上面的女角色
大哥一定要更新啊，加油，我相信你，不能一半就完了。
蛮好的一个片子，可惜了！
这动漫真他妈的吊
我想知道提莫整容出来是什么样子的。
哈哈
摸着良心做动画！我可以感觉得到！
不知道要那年才会更新了，我会一直回来看。
挺好看的，不错
我一直都在默默的看呢。
兄弟，不能半途而废，能不能，继续做下去
呜呜我穷的只有看这个了，这是我个人认为这是最好看的动漫之一了。
召唤师 发出你的二维码吧 我们还期待你的故事能够完结
你放弃干什么没有钱我们可以捐阿
有钱的捧个钱场。没钱得捧个人场。
作者棒棒哒，加油，会一直支持！
一直都在默默的看呢……
